Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
333,,3,Al Imran,Medani,48,"""And Allah will teach him the Book and Wisdom, the Law and the Gospel,",book,wisdom ,law,Gospel,,,,,,,,
334,,3,Al Imran,Medani,49,"""And (appoint him) a messenger to the Children of Israel, (with this message): ""'I have come to you, with a Sign from your Lord, in that I make for you out of clay, as it were, the figure of a bird, and breathe into it, and it becomes a bird by Allah's leave: And I heal those born blind, and the lepers, and I quicken the dead, by Allah's leave; and I declare to you what ye eat, and what ye store in your houses. Surely therein is a Sign for you if ye did believe;",messenger,israel,sign,make bird,heal blind,lepers,dead,,,,,
335,,3,Al Imran,Medani,50,"""'(I have come to you), to attest the Law which was before me. And to make lawful to you part of what was (Before) forbidden to you; I have come to you with a Sign from your Lord. So fear Allah, and obey me.",attest,book,forbidden,Lord sign ,fear Allah,,,,,,,
336,,3,Al Imran,Medani,51,"""'It is Allah Who is my Lord and your Lord; then worship Him. This is a Way that is straight.'""",Allah is Lord,worship,right path,,,,,,,,,
337,,3,Al Imran,Medani,52,"When Jesus found Unbelief on their part He said: ""Who will be My helpers to (the work of) Allah?"" Said the disciples: ""We are Allah's helpers: We believe in Allah, and do thou bear witness that we are Muslims.",Jesus,un belief,helpers to Allah,witness,muslim,,,,,,,
338,,3,Al Imran,Medani,53,"""Our Lord! we believe in what Thou hast revealed, and we follow the Messenger; then write us down among those who bear witness.""",believer,follow messenger,,write us,,,,,,,,
339,,3,Al Imran,Medani,54,"And (the unbelievers) plotted and planned, and Allah too planned, and the best of planners is Allah.",unbeliever,plan,Allah,best planner,Resurrection,,,,,,,
340,,3,Al Imran,Medani,55,"Behold! Allah said: ""O Jesus! I will take thee and raise thee to Myself and clear thee (of the falsehoods) of those who blaspheme; I will make those who follow thee superior to those who reject faith, to the Day of Resurrection: Then shall ye all return unto me, and I will judge between you of the matters wherein ye dispute.",Jesus,raise,blaspheme,follow,judge,,,,,,,
341,,3,Al Imran,Medani,56,"""As to those who reject faith, I will punish them with terrible agony in this world and in the Hereafter, nor will they have anyone to help.""",reject faith,punishment,hereafter,no help,,,,,,,,
342,,3,Al Imran,Medani,57,"""As to those who believe and work righteousness, Allah will pay them (in full) their reward; but Allah loveth not those who do wrong.""",believe,righteous,reward,,,,,,,,,
343,,3,Al Imran,Medani,58,"""This is what we rehearse unto thee of the Signs and the Message of Wisdom.""",rehearse,sign,message ,wisdom,,,,,,,,
344,,3,Al Imran,Medani,59,"The similitude of Jesus before Allah is as that of Adam; He created him from dust, then said to him: ""Be"". And he was.",Jesus,Adam,Allah,dust,Be,,,,,,,
345,,3,Al Imran,Medani,60,The Truth (comes) from Allah alone; so be not of those who doubt.,truth,from Allah,doubt,,,,,,,,,
346,,3,Al Imran,Medani,61,"If any one disputes in this matter with thee, now after (full) knowledge Hath come to thee, say: ""Come! let us gather together,- our sons and your sons, our women and your women, ourselves and yourselves: Then let us earnestly pray, and invoke the curse of Allah on those who lie!""",dispute,gather,sons,women,Allah curse,lier,,,,,,
347,,3,Al Imran,Medani,62,"This is the true account: There is no god except Allah; and Allah-He is indeed the Exalted in Power, the Wise.",oness of Allah,exalted ,power,wise,,,,,,,,
348,,3,Al Imran,Medani,63,"But if they turn back, Allah hath full knowledge of those who do mischief.",turn back,Allah knoweth,mischief ,,,,,,,,,
349,,3,Al Imran,Medani,64,"Say: ""O People of the Book! come to common terms as between us and you: That we worship none but Allah; that we associate no partners with him; that we erect not, from among ourselves, Lords and patrons other than Allah."" If then they turn back, say ye: ""Bear witness that we (at least) are Muslims (bowing to Allah's Will).",people of book,common terms,worship Allah,witness,muslim,,,,,,,
350,,3,Al Imran,Medani,65,"Ye People of the Book! Why dispute ye about Abraham, when the Law and the Gospel Were not revealed Till after him? Have ye no understanding?",people of book,dispute,Abraham,Gospel ,reveal later,no wisdom,,,,,,
351,,3,Al Imran,Medani,66,"Ah! Ye are those who fell to disputing (Even) in matters of which ye had some knowledge! but why dispute ye in matters of which ye have no knowledge? It is Allah Who knows, and ye who know not!",dispute,knowledge,Allah knows better,,,,,,,,,
352,,3,Al Imran,Medani,67,"Abraham was not a Jew nor yet a Christian; but he was true in Faith, and bowed his will to Allah's (Which is Islam), and he joined not gods with Allah.",Abraham,Jews,Christian,faith,Allah,,,,,,,
353,,3,Al Imran,Medani,68,"Without doubt, among men, the nearest of kin to Abraham, are those who follow him, as are also this Prophet and those who believe: And Allah is the Protector of those who have faith.",Abraham ,followers,protect,faith,,,,,,,,
354,,3,Al Imran,Medani,69,"It is the wish of a section of the People of the Book to lead you astray. But they shall lead astray (Not you), but themselves, and they do not perceive!",people of book,astray,percieve,,,,,,,,,
355,,3,Al Imran,Medani,70,"Ye People of the Book! Why reject ye the Signs of Allah, of which ye are (Yourselves) witnesses?",people of book,reject,sign of Allah,witness,,,,,,,,
356,,3,Al Imran,Medani,71,"Ye People of the Book! Why do ye clothe Truth with falsehood, and conceal the Truth, while ye have knowledge?",people of book,clothe,truth,falsehood,conceal ,knowledge,,,,,,
357,,3,Al Imran,Medani,72,"A section of the People of the Book say: ""Believe in the morning what is revealed to the believers, but reject it at the end of the day; perchance they may (themselves) Turn back;",believe ,morning,reject,evening,turn back,,,,,,,
358,,3,Al Imran,Medani,73,"""And believe no one unless he follows your religion."" Say: ""True guidance is the Guidance of Allah: (Fear ye) Lest a revelation be sent to someone (else) Like unto that which was sent unto you? or that those (Receiving such revelation) should engage you in argument before your Lord?"" Say: ""All bounties are in the hand of Allah: He granteth them to whom He pleaseth: And Allah careth for all, and He knoweth all things.""",believe,religion follower,,bounties,Allah knoweth,,,,,,,
359,,3,Al Imran,Medani,74,For His Mercy He specially chooseth whom He pleaseth; for Allah is the Lord of bounties unbounded.,mercy,choose,please,bounties,unbounded,,,,,,,
360,,3,Al Imran,Medani,75,"Among the People of the Book are some who, if entrusted with a hoard of gold, will (readily) pay it back; others, who, if entrusted with a single silver coin, will not repay it unless thou constantly stoodest demanding, because, they say, ""there is no call on us (to keep faith) with these ignorant (Pagans)."" but they tell a lie against Allah, and (well) they know it.",people of book,trusted,gold,silver,faith,lie,against Allah,,,,,
361,,3,Al Imran,Medani,76,"Nay.- Those that keep their plighted faith and act aright,-verily Allah loves those who act aright.",faith,Allah love,do well,,,,,,,,,
362,,3,Al Imran,Medani,77,"As for those who sell the faith they owe to Allah and their own plighted word for a small price, they shall have no portion in the Hereafter: Nor will Allah (Deign to) speak to them or look at them on the Day of Judgment, nor will He cleans them (of sin): They shall have a grievous penalty.",sell faith,Day of Judgment,grieve,penalty,,,,,,,,
363,,3,Al Imran,Medani,78,"There is among them a section who distort the Book with their tongues: (As they read) you would think it is a part of the Book, but it is no part of the Book; and they say, ""That is from Allah,"" but it is not from Allah: It is they who tell a lie against Allah, and (well) they know it!",distort,book,toung,lie on Allah,,,,,,,,
364,,3,Al Imran,Medani,79,"It is not (possible) that a man, to whom is given the Book, and Wisdom, and the prophetic office, should say to people: ""Be ye my worshippers rather than Allah's"": on the contrary (He would say) ""Be ye worshippers of Him Who is truly the Cherisher of all: For ye have taught the Book and ye have studied it earnestly.""",book,wisdom,worship,earnestly,,,,,,,,
365,,3,Al Imran,Medani,80,Nor would he instruct you to take angels and prophets for Lords and patrons. What! would he bid you to unbelief after ye have bowed your will (To Allah in Islam)?,instruct,angels,prophet,Lord,,,,,,,,
366,,3,Al Imran,Medani,81,"Behold! Allah took the covenant of the prophets, saying: ""I give you a Book and Wisdom; then comes to you a messenger, confirming what is with you; do ye believe in him and render him help."" Allah said: ""Do ye agree, and take this my Covenant as binding on you?"" They said: ""We agree."" He said: ""Then bear witness, and I am with you among the witnesses.""",covenant,prophet,book ,witness,,,,,,,,
367,,3,Al Imran,Medani,82,"If any turn back after this, they are perverted transgressors.",turn back,transgressor,,,,,,,,,,
368,,3,Al Imran,Medani,83,"Do they seek for other than the Religion of Allah?-while all creatures in the heavens and on earth have, willing or unwilling, bowed to His Will (Accepted Islam), and to Him shall they all be brought back.",different religion,creature,brought back,,,,,,,,,
369,,3,Al Imran,Medani,84,"Say: ""We believe in Allah, and in what has been revealed to us and what was revealed to Abraham, Isma'il, Isaac, Jacob, and the Tribes, and in (the Books) given to Moses, Jesus, and the prophets, from their Lord: We make no distinction between one and another among them, and to Allah do we bow our will (in Islam).""",believe in Allah,Abraham, Isma'il,Isaac,Jacob,Moses,Jesus,Islam,,,,
370,,3,Al Imran,Medani,85,"If anyone desires a religion other than Islam (submission to Allah), never will it be accepted of him; and in the Hereafter He will be in the ranks of those who have lost (All spiritual good).",not Islam,hereafter,looser,,,,,,,,,
371,,3,Al Imran,Medani,86,How shall Allah Guide those who reject Faith after they accepted it and bore witness that the Messenger was true and that Clear Signs had come unto them? but Allah guides not a people unjust.,reject faith,witness,Messenger,no guide,unjust,,,,,,,
372,,3,Al Imran,Medani,87,"Of such the reward is that on them (rests) the curse of Allah, of His angels, and of all mankind;-",reward,curse,Allah,angels,mankind,,,,,,,
373,,3,Al Imran,Medani,88,"In that will they dwell; nor will their penalty be lightened, nor respite be (their lot);-",dwell,penalty,respite,,,,,,,,,
374,,3,Al Imran,Medani,89,"Except for those that repent (Even) after that, and make amends; for verily Allah is Oft-Forgiving, Most Merciful.",repent ,amend,Allah,merciful,forgiving,,,,,,,
375,,3,Al Imran,Medani,90,"But those who reject Faith after they accepted it, and then go on adding to their defiance of Faith,- never will their repentance be accepted; for they are those who have (of set purpose) gone astray.",reject faith,defiance faith,,repentance,not accepted,astray,,,,,,
376,,3,Al Imran,Medani,91,"As to those who reject Faith, and die rejecting,- never would be accepted from any such as much gold as the earth contains, though they should offer it for ransom. For such is (in store) a penalty grievous, and they will find no helpers.",reject faith,die,no deal,gold,ransom,grevious,helper,,,,,
377,,3,Al Imran,Medani,92,"By no means shall ye attain righteousness unless ye give (freely) of that which ye love; and whatever ye give, of a truth Allah knoweth it well.",attain righteousness,give favorit,Allah knoweth,,,,,,,,,
378,,3,Al Imran,Medani,93,"All food was lawful to the Children of Israel, except what Israel Made unlawful for itself, before the Law (of Moses) was revealed. Say: ""Bring ye the Law and study it, if ye be men of truth.""",lawful food,israel,unlawful,study law,,,,,,,,
379,,3,Al Imran,Medani,94,"If any, after this, invent a lie and attribute it to Allah, they are indeed unjust wrong-doers.",lie to Allah,wrong doer,,,,,,,,,,
380,,3,Al Imran,Medani,95,"Say: ""Allah speaketh the Truth: follow the religion of Abraham, the sane in faith; he was not of the Pagans.""",speak  truth,Abraham,faith,pagan,,,,,,,,
381,,3,Al Imran,Medani,96,The first House (of worship) appointed for men was that at Makka: Full of blessing and of guidance for all kinds of beings:,worship house,bessing,guidance,,,,,,,,,
382,,3,Al Imran,Medani,97,"In it are Signs Manifest; (for example), the Station of Abraham; whoever enters it attains security; Pilgrimage thereto is a duty men owe to Allah,- those who can afford the journey; but if any deny faith, Allah stands not in need of any of His creatures.",signs,station of Abraham,security,pilgrimage,duty,afford ,deny faith,Allah stand,,,,
383,,3,Al Imran,Medani,98,"Say: ""O People of the Book! Why reject ye the Signs of Allah, when Allah is Himself witness to all ye do?""",people of book,sign of Allah,Allah witness,,,,,,,,,
384,,3,Al Imran,Medani,99,"Say: ""O ye People of the Book! Why obstruct ye those who believe, from the path of Allah, Seeking to make it crooked, while ye were yourselves witnesses (to Allah's Covenant)? but Allah is not unmindful of all that ye do.""",people of book,obstruct,crooke,unmindful,do,witness,,,,,,
385,,3,Al Imran,Medani,100,"O ye who believe! If ye listen to a faction among the People of the Book, they would (indeed) render you apostates after ye have believed!",O believer,people of book,,apostat,,,,,,,,
386,,3,Al Imran,Medani,101,"And how would ye deny Faith while unto you are rehearsed the Signs of Allah, and among you Lives the Messenger? Whoever holds firmly to Allah will be shown a way that is straight.",deny faith,verses ,messenger,obey Allah,straight path,,,,,,,
387,,3,Al Imran,Medani,102,"O ye who believe! Fear Allah as He should be feared, and die not except in a state of Islam.",O believer,fear Allah,,,,,,,,,,
388,,3,Al Imran,Medani,103,"And hold fast, all together, by the rope which Allah (stretches out for you), and be not divided among yourselves; and remember with gratitude Allah's favour on you; for ye were enemies and He joined your hearts in love, so that by His Grace, ye became brethren; and ye were on the brink of the pit of Fire, and He saved you from it. Thus doth Allah make His Signs clear to you: That ye may be guided.",Allah's rope,not devided,Allah's favor,brethren,fire,guide,,,,,,
389,,3,Al Imran,Medani,104,"Let there arise out of you a band of people inviting to all that is good, enjoining what is right, and forbidding what is wrong: They are the ones to attain felicity.",group of people,forbid ,right,wrong,,,,,,,,
390,,3,Al Imran,Medani,105,Be not like those who are divided amongst themselves and fall into disputations after receiving Clear Signs: For them is a dreadful penalty,divide,disputation,penalty,,,,,,,,,
391,,3,Al Imran,Medani,106,"On the Day when some faces will be (lit up with) white, and some faces will be (in the gloom of) black: To those whose faces will be black, (will be said): ""Did ye reject Faith after accepting it? Taste then the penalty for rejecting Faith.""",white face,black face,reject faith,penalty,,,,,,,,
392,,3,Al Imran,Medani,107,"But those whose faces will be (lit with) white,- they will be in (the light of) Allah's mercy: therein to dwell (for ever).",white face,Allah's mercy,dwell forever,,,,,,,,,
393,,3,Al Imran,Medani,108,These are the Signs of Allah: We rehearse them to thee in Truth: And Allah means no injustice to any of His creatures.,verses,rehearse,justice,,,,,,,,,
394,,3,Al Imran,Medani,109,To Allah belongs all that is in the heavens and on earth: To Him do all questions go back (for decision).,Allah belongs,heaven,earth,,,,,,,,,
395,,3,Al Imran,Medani,110,"Ye are the best of peoples, evolved for mankind, enjoining what is right, forbidding what is wrong, and believing in Allah. If only the People of the Book had faith, it were best for them: among them are some who have faith, but most of them are perverted transgressors.",best people,enjoin right,forbid wrong,believe,people of book,faith,transgressor,,,,,
396,,3,Al Imran,Medani,111,"They will do you no harm, barring a trifling annoyance; if they come out to fight you, they will show you their backs, and no help shall they get.",no harm,show back,no help,,,,,,,,,
397,,3,Al Imran,Medani,112,"Shame is pitched over them (Like a tent) wherever they are found, except when under a covenant (of protection) from Allah and from men; they draw on themselves wrath from Allah, and pitched over them is (the tent of) destitution. This because they rejected the Signs of Allah, and slew the prophets in defiance of right; this because they rebelled and transgressed beyond bounds.",shame,covenant,Allah,men,wrath,reject ,sign of Allah,slew,rebell,,,
398,,3,Al Imran,Medani,113,"Not all of them are alike: Of the People of the Book are a portion that stand (For the right): They rehearse the Signs of Allah all night long, and they prostrate themselves in adoration.",people of book,alike,rehearse verses,,prostrate,,,,,,,
399,,3,Al Imran,Medani,114,"They believe in Allah and the Last Day; they enjoin what is right, and forbid what is wrong; and they hasten (in emulation) in (all) good works: They are in the ranks of the righteous.",believe,last day,enjoin right,forbid wrong,righteous,,,,,,,
400,,3,Al Imran,Medani,115,"Of the good that they do, nothing will be rejected of them; for Allah knoweth well those that do right.",no disfavor,Allah knoweth,,,,,,,,,,
401,,3,Al Imran,Medani,116,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They will be companions of the Fire,-dwelling therein (for ever).",reject faith,wealth,progeny,fire,dwelth forever,,,,,,,
402,,3,Al Imran,Medani,117,"What they spend in the life of this (material) world May be likened to a wind which brings a nipping frost: It strikes and destroys the harvest of men who have wronged their own souls: it is not Allah that hath wronged them, but they wrong themselves.",life ,like wind,nipping frost,destroy harvest,wrong,,,,,,,
403,,3,Al Imran,Medani,118,"O ye who believe! Take not into your intimacy those outside your ranks: They will not fail to corrupt you. They only desire your ruin: Rank hatred has already appeared from their mouths: What their hearts conceal is far worse. We have made plain to you the Signs, if ye have wisdom.",o believer,secret,ruin,open sign,wisdom,,,,,,,
404,,3,Al Imran,Medani,119,"Ah! ye are those who love them, but they love you not,- though ye believe in the whole of the Book. When they meet you, they say, ""We believe"": But when they are alone, they bite off the very tips of their fingers at you in their rage. Say: ""Perish in your rage; Allah knoweth well all the secrets of the heart.""",hypocrite,bite off,rage,perish,Allah knoweth,,,,,,,
405,,3,Al Imran,Medani,120,"If aught that is good befalls you, it grieves them; but if some misfortune overtakes you, they rejoice at it. But if ye are constant and do right, not the least harm will their cunning do to you; for Allah Compasseth round about all that they do.",happy,grieve,misfortune,rejoice,,,,,,,,
406,,3,Al Imran,Medani,121,Remember that morning Thou didst leave Thy household (early) to post the faithful at their stations for battle: And Allah heareth and knoweth all things:,morning,household,battle,Allah knoweth,hearth,,,,,,,
407,,3,Al Imran,Medani,122,"Remember two of your parties Meditated cowardice; but Allah was their protector, and in Allah should the faithful (Ever) put their trust.",cowardice,protector,Allah,faithful,,,,,,,,
408,,3,Al Imran,Medani,123,"Allah had helped you at Badr, when ye were a contemptible little force; then fear Allah; thus May ye show your gratitude.",help,Badar,fear Allah,gratitude,,,,,,,,
409,,3,Al Imran,Medani,124,"Remember thou saidst to the Faithful: ""Is it not enough for you that Allah should help you with three thousand angels (Specially) sent down?",faithful,help,three thousands angels,,,,,,,,,
410,,3,Al Imran,Medani,125,"""Yea, - if ye remain firm, and act aright, even if the enemy should rush here on you in hot haste, your Lord would help you with five thousand angels Making a terrific onslaught.",remain firm,act right,help,five thousanda angels,,,,,,,,
411,,3,Al Imran,Medani,126,"Allah made it but a message of hope for you, and an assurance to your hearts: (in any case) there is no help except from Allah. The Exalted, the Wise:",messenger,hope,happy,Allah only helper,,,,,,,,
412,,3,Al Imran,Medani,127,"That He might cut off a fringe of the Unbelievers or expose them to infamy, and they should then be turned back, frustrated of their purpose.",unbeliever,expose them,turned back,frustrate,,,,,,,,
413,,3,Al Imran,Medani,128,"Not for thee, (but for Allah), is the decision: Whether He turn in mercy to them, or punish them; for they are indeed wrong-doers.",decision,mercy,punishment,,,,,,,,,
414,,3,Al Imran,Medani,129,"To Allah belongeth all that is in the heavens and on earth. He forgiveth whom He pleaseth and punisheth whom He pleaseth; but Allah is Oft-Forgiving, Most Merciful.",Allah belongeth all,heaven,earth,forgive,punish,merciful,,,,,,
415,,3,Al Imran,Medani,130,"O ye who believe! Devour not usury, doubled and multiplied; but fear Allah; that ye may (really) prosper.",usury,fear Allah,,,,,,,,,,
416,,3,Al Imran,Medani,131,"Fear the Fire, which is repaired for those who reject Faith:",fear,fire,reject faith,,,,,,,,,
417,,3,Al Imran,Medani,132,And obey Allah and the Messenger; that ye may obtain mercy.,obey,Allah,messenger,mercy,,,,,,,,
418,,3,Al Imran,Medani,133,"Be quick in the race for forgiveness from your Lord, and for a Garden whose width is that (of the whole) of the heavens and of the earth, prepared for the righteous",race,forgive,garden,heaven,earth,righteous,,,,,,
419,,3,Al Imran,Medani,134,"Those who spend (freely), whether in prosperity, or in adversity; who restrain anger, and pardon (all) men;- for Allah loves those who do good;-",spend,prosperity,adversity,anger,pardon,Allah love,do good,,,,,
420,,3,Al Imran,Medani,135,"And those who, having done something to be ashamed of, or wronged their own souls, earnestly bring Allah to mind, and ask for forgiveness for their sins,- and who can forgive sins except Allah?- and are never obstinate in persisting knowingly in (the wrong) they have done.",ashamed,wrong,forgive,sin,,,,,,,,
421,,3,Al Imran,Medani,136,"For such the reward is forgiveness from their Lord, and Gardens with rivers flowing underneath,- an eternal dwelling: How excellent a recompense for those who work (and strive)",forgiveness,reward,garden ,river,reward,,,,,,,
422,,3,Al Imran,Medani,137,"Many were the Ways of Life that have passed away before you: travel through the earth, and see what was the end of those who rejected Truth.",many ways,life,travel,watch,reject truth,,,,,,,
423,,3,Al Imran,Medani,138,"Here is a plain statement to men, a guidance and instruction to those who fear Allah!",statement,guidence,instruction,fear Allah,,,,,,,,
424,,3,Al Imran,Medani,139,"So lose not heart, nor fall into despair: For ye must gain mastery if ye are true in Faith.",lose heart,despair,gain,faith,,,,,,,,
425,,3,Al Imran,Medani,140,"If a wound hath touched you, be sure a similar wound hath touched the others. Such days (of varying fortunes) We give to men and men by turns: that Allah may know those that believe, and that He may take to Himself from your ranks Martyr-witnesses (to Truth). And Allah loveth not those that do wrong.",wound,martyr,believe,do wrong,,,,,,,,
426,,3,Al Imran,Medani,141,Allah's object also is to purge those that are true in Faith and to deprive of blessing Those that resist Faith.,purge,faith,blessing,,,,,,,,,
427,,3,Al Imran,Medani,142,Did ye think that ye would enter Heaven without Allah testing those of you who fought hard (In His Cause) and remained steadfast?,heaven,testing,steadfast,,,,,,,,,
428,,3,Al Imran,Medani,143,"Ye did indeed wish for death before ye met him: Now ye have seen him with your own eyes, (And ye flinch!)",wish,death ,seen,,,,,,,,,
429,,3,Al Imran,Medani,144,"Muhammad is no more than a messenger: many Were the messenger that passed away before him. If he died or were slain, will ye then Turn back on your heels? If any did turn back on his heels, not the least harm will he do to Allah; but Allah (on the other hand) will swiftly reward those who (serve Him) with gratitude.",Muhammad,messenger,died,slain,turn back,reward,gratitude,,,,,
430,,3,Al Imran,Medani,145,"Nor can a soul die except by Allah's leave, the term being fixed as by writing. If any do desire a reward in this life, We shall give it to him; and if any do desire a reward in the Hereafter, We shall give it to him. And swiftly shall We reward those that (serve us with) gratitude. ",death time,fixed,writing,reward,life,gratitute,,,,,,
431,,3,Al Imran,Medani,146,"How many of the prophets fought (in Allah's way), and with them (fought) Large bands of godly men? but they never lost heart if they met with disaster in Allah's way, nor did they weaken (in will) nor give in. And Allah Loves those who are firm and steadfast.",prophet,fought ,lost heart,weak,Allah love,firm,steadfast,,,,,
432,,3,Al Imran,Medani,147,"All that they said was: ""Our Lord! Forgive us our sins and anything We may have done that transgressed our duty: Establish our feet firmly, and help us against those that resist Faith.""",O Lord,forgive,sin,feet firmly,help,resist faith,,,,,,
433,,3,Al Imran,Medani,148,"And Allah gave them a reward in this world, and the excellent reward of the Hereafter. For Allah Loveth those who do good.",reward,hereafter,Allah,love,,,,,,,,
434,,3,Al Imran,Medani,149,"O ye who believe! If ye obey the Unbelievers, they will drive you back on your heels, and ye will turn back (from Faith) to your own loss.",O believer,turn back,loss,,,,,,,,,
435,,3,Al Imran,Medani,150,"Nay, Allah is your protector, and He is the best of helpers.",Allah,protector,helper,,,,,,,,,
436,,3,Al Imran,Medani,151,"Soon shall We cast terror into the hearts of the Unbelievers, for that they joined companions with Allah, for which He had sent no authority: their abode will be the Fire: And evil is the home of the wrong-doers!",unbeliever,fire,evil,wrong doer,,,,,,,,
437,,3,Al Imran,Medani,152,"Allah did indeed fulfil His promise to you when ye with His permission Were about to annihilate your enemy,-until ye flinched and fell to disputing about the order, and disobeyed it after He brought you in sight (of the booty) which ye covet. Among you are some that hanker after this world and some that desire the Hereafter. Then did He divert you from your foes in order to test you but He forgave you: For Allah is full of grace to those who believe.",promise,permission,slay,disobey,world,hereafter,test you,forgave,gracious,,,
438,,3,Al Imran,Medani,153,"Behold! ye were climbing up the high ground, without even casting a side glance at any one, and the Messenger in your rear was calling you back. There did Allah give you one distress after another by way of requital, to teach you not to grieve for (the booty) that had escaped you and for (the ill) that had befallen you. For Allah is well aware of all that ye do.",climbing,messenger,calling back,teach ,grieve,befallen,Allah knoweth,,,,,
439,,3,Al Imran,Medani,154,"After (the excitement) of the distress, He sent down calm on a band of you overcome with slumber, while another band was stirred to anxiety by their own feelings, Moved by wrong suspicions of Allah-suspicions due to ignorance. They said: ""What affair is this of ours?"" Say thou: ""Indeed, this affair is wholly Allah's."" They hide in their minds what they dare not reveal to thee. They say (to themselves): ""If we had anything to do with this affair, We should not have been in the slaughter here."" Say: ""Even if you had remained in your homes, those for whom death was decreed would certainly have gone forth to the place of their death""; but (all this was) that Allah might test what is in your breasts and purge what is in your hearts. For Allah knoweth well the secrets of your hearts.",distress,calm,anxiety,suspecion,Allah's authority,affair,slaughter,at home,dead,chest,heart,Allah knowth
440,,3,Al Imran,Medani,155,"Those of you who turned back on the day the two hosts Met,-it was Satan who caused them to fail, because of some (evil) they had done. But Allah Has blotted out (their fault): For Allah is Oft-Forgiving, Most Forbearing.",turned back,host met,satan,blot out,Allah,forgiveness,forbearing,,,,,
441,,3,Al Imran,Medani,156,"O ye who believe! Be not like the Unbelievers, who say of their brethren, when they are travelling through the Earth or engaged in fighting: ""If they had stayed with us, they would not have died, or been slain."" This that Allah may make it a cause of sighs and regrets in their hearts. It is Allah that gives Life and Death, and Allah sees well all that ye do.",O believer,un believer,fighting,died,slain,regret,Allah,life,death,Allah knowth,,
442,,3,Al Imran,Medani,157,"And if ye are slain, or die, in the way of Allah, forgiveness and mercy from Allah are far better than all they could amass.",slain,die,way of Allah,forgiveness,mercy,far better,,,,,,
443,,3,Al Imran,Medani,158,"And if ye die, or are slain, Lo! it is unto Allah that ye are brought together.",die ,slain,unto Allah,,,,,,,,,
444,,3,Al Imran,Medani,159,"It is part of the Mercy of Allah that thou dost deal gently with them Wert thou severe or harsh-hearted, they would have broken away from about thee: so pass over (Their faults), and ask for (Allah's) forgiveness for them; and consult them in affairs (of moment). Then, when thou hast Taken a decision put thy trust in Allah. For Allah loves those who put their trust (in Him).",mercy,deal gently,harsh,broken away,forgiveness,trust,love,,,,,
445,,3,Al Imran,Medani,160,"If Allah helps you, none can overcome you: If He forsakes you, who is there, after that, that can help you? in Allah, then, Let believers put their trust.",help,overcome,forsake ,believer,trust,,,,,,,
446,,3,Al Imran,Medani,161,"No prophet could (ever) be false to his trust. If any person is so false, He shall, on the Day of Judgment, restore what he misappropriated; then shall every soul receive its due,- whatever it earned,- and none shall be dealt with unjustly.",prophet,FALSE,judgment day,restore,soul,unjustify,,,,,,
447,,3,Al Imran,Medani,162,"Is the man who follows the good pleasure of Allah Like the man who draws on himself the wrath of Allah, and whose abode is in Hell?- A woeful refuge!",follow Aallah,Allah's wrath,hell,,,,,,,,,
448,,3,Al Imran,Medani,163,"They are in varying gardens in the sight of Allah, and Allah sees well all that they do.",varing degree,Allah knoweth,,,,,,,,,,
449,,3,Al Imran,Medani,164,"Allah did confer a great favour on the believers when He sent among them a messenger from among themselves, rehearsing unto them the Signs of Allah, sanctifying them, and instructing them in Scripture and Wisdom, while, before that, they had been in clear error.",favour,believer,messenger,recitie,verses,teaching,book,wisdom,error,,,
450,,3,Al Imran,Medani,165,"What! When a single disaster smites you, although ye smote (your enemies) with one twice as great, do ye say?- ""Whence is this?"" Say (to them): ""It is from yourselves: For Allah hath power over all things.""",disaster,struck twice,yourself,Allah ,most powerful,,,,,,,
451,,3,Al Imran,Medani,166,"What ye suffered on the day the two armies Met, was with the leave of Allah, in order that He might test the believers,-",suffer,army,test,believe,,,,,,,,
452,,3,Al Imran,Medani,167,"And the Hypocrites also. These were told: ""Come, fight in the way of Allah, or (at least) drive (The foe from your city)."" They said: ""Had we known how to fight, we should certainly have followed you."" They were that day nearer to Unbelief than to Faith, saying with their lips what was not in their hearts but Allah hath full knowledge of all they conceal.",hypocritic,fight,follow you,unbeliever,faith,heart,Allah knoweth,,,,,
453,,3,Al Imran,Medani,168,"(They are) the ones that say, (of their brethren slain), while they themselves sit (at ease): ""If only they had listened to us they would not have been slain."" Say: ""Avert death from your own selves, if ye speak the truth.""",obey us,not killed,avert death,speak truth,,,,,,,,
454,,3,Al Imran,Medani,169,"Think not of those who are slain in Allah's way as dead. Nay, they live, finding their sustenance in the presence of their Lord;",matyr,not dead,live,provision,,,,,,,,
455,,3,Al Imran,Medani,170,"They rejoice in the bounty provided by Allah: And with regard to those left behind, who have not yet joined them (in their bliss), the (Martyrs) glory in the fact that on them is no fear, nor have they (cause to) grieve.",rejoice,bounty,nofear,no grieve,,,,,,,,
456,,3,Al Imran,Medani,171,"They glory in the Grace and the bounty from Allah, and in the fact that Allah suffereth not the reward of the Faithful to be lost (in the least).",hapiness,bounty,Allah,reward,lost,,,,,,,
457,,3,Al Imran,Medani,172,"Of those who answered the call of Allah and the Messenger, even after being wounded, those who do right and refrain from wrong have a great reward.",Allah's call,messenger,wounded,right,refrain wrong,reward,,,,,,
